customer_id,recency,frequency,monetary,avg_hour,weekend_pct
0,-306,31,1019.52,9.741935483870968,0.0967741935483871
1,-297,19,615.7,10.789473684210526,0.3684210526315789
2,-330,23,724.96,12.08695652173913,0.30434782608695654
3,-310,16,484.72,10.125,0.375
4,-294,19,574.81,8.157894736842104,0.3684210526315789
5,-328,19,675.68,10.68421052631579,0.42105263157894735
6,-285,24,574.25,12.583333333333334,0.25
7,-201,29,790.73,12.551724137931034,0.27586206896551724
8,-317,23,643.66,10.565217391304348,0.2608695652173913
9,-302,29,1106.93,11.586206896551724,0.27586206896551724
10,-181,16,668.15,9.6875,0.1875
11,-301,38,1877.43,11.710526315789474,0.10526315789473684
12,-255,37,1175.43,10.81081081081081,0.24324324324324326
13,-263,26,704.63,13.153846153846153,0.23076923076923078
14,-297,24,806.31,11.833333333333334,0.4583333333333333
15,-304,31,612.82,9.774193548387096,0.3548387096774194
16,-286,29,1026.28,10.172413793103448,0.2413793103448276
17,-324,17,414.38,13.411764705882353,0.35294117647058826
18,-295,30,863.9,9.666666666666666,0.26666666666666666
19,-312,24,643.39,11.0,0.25
20,-331,30,1098.95,11.933333333333334,0.23333333333333334
21,-330,26,588.16,12.846153846153847,0.38461538461538464
22,-249,27,1221.99,12.555555555555555,0.3333333333333333
23,-302,17,602.25,11.941176470588236,0.058823529411764705
24,-326,31,1057.52,12.64516129032258,0.3870967741935484
25,-313,29,1441.19,12.586206896551724,0.3103448275862069
26,-317,25,810.16,11.12,0.36
27,-157,23,657.41,8.695652173913043,0.21739130434782608
28,-321,28,592.94,9.821428571428571,0.25
29,-267,20,404.61,13.1,0.1
30,-326,26,1047.05,10.76923076923077,0.3076923076923077
31,-323,22,797.44,11.181818181818182,0.18181818181818182
32,-316,14,389.06,14.428571428571429,0.21428571428571427
33,-324,19,542.11,9.368421052631579,0.5263157894736842
34,-262,20,916.75,11.7,0.3
35,-304,21,541.92,11.523809523809524,0.2857142857142857
36,-231,18,561.22,13.777777777777779,0.3888888888888889
37,-285,21,760.54,12.0,0.23809523809523808
38,-301,40,1122.39,10.175,0.15
39,-274,21,712.45,10.857142857142858,0.3333333333333333
40,-314,22,765.68,11.681818181818182,0.45454545454545453
41,-317,28,917.49,10.5,0.39285714285714285
42,-325,27,1059.64,11.11111111111111,0.4074074074074074
43,-217,25,1398.22,11.64,0.16
44,-275,18,893.64,8.61111111111111,0.16666666666666666
45,-254,25,635.21,12.24,0.44
46,-280,34,995.37,11.235294117647058,0.38235294117647056
47,-316,19,493.45,9.947368421052632,0.5263157894736842
48,-302,24,939.63,9.625,0.2916666666666667
49,-325,20,639.76,10.15,0.45
50,-290,25,954.13,13.0,0.44
51,-330,26,1177.9,10.692307692307692,0.2692307692307692
52,-212,26,890.24,10.038461538461538,0.38461538461538464
53,-8,18,390.63,12.944444444444445,0.4444444444444444
54,-311,22,926.62,12.318181818181818,0.3181818181818182
55,-278,25,879.57,13.12,0.32
56,-316,26,878.37,12.115384615384615,0.4230769230769231
57,-254,26,960.36,11.076923076923077,0.11538461538461539
58,-282,34,859.79,10.882352941176471,0.3235294117647059
59,-196,20,514.61,13.6,0.1
60,-306,18,529.78,11.333333333333334,0.3333333333333333
61,-305,24,701.74,11.25,0.25
62,-301,21,490.77,11.904761904761905,0.3333333333333333
63,-168,13,330.75,12.076923076923077,0.15384615384615385
64,-299,30,1135.83,13.166666666666666,0.3
65,-303,27,720.34,10.481481481481481,0.25925925925925924
66,-286,21,534.92,13.0,0.3333333333333333
67,-294,27,705.99,13.703703703703704,0.37037037037037035
68,-326,38,1711.98,9.894736842105264,0.42105263157894735
69,-256,21,557.59,10.571428571428571,0.14285714285714285
70,-330,24,713.37,8.791666666666666,0.2916666666666667
71,-319,25,900.63,11.16,0.2
